date,id,type,amount_msat,amount_fiat,fee_credit_msat,mining_fee_sat,mining_fee_fiat,service_fee_msat,service_fee_fiat,payment_hash,tx_id,destination,description
2025-02-27T01:25:22.239Z,00e39196-5809-4791-b508-f3dd26758fcb,lightning_sent,-14723644,12.3867 USD,0,0,0.0000 USD,62644,0.0527 USD,d712ca9f5fb102210c95b16f7c4d267674573c8da853c245a67e4654457850ae,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67bf85189141fea0bd8de1a0 - VENTA x COP 50000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-02-27T17:58:29.919Z,ff950fac-f516-452b-ba6a-ea6808c09b71,lightning_sent,-57750064,49.1220 USD,0,0,0.0000 USD,234064,0.1990 USD,295eb6d68b3317705d1a9d335b22af5fe791dab28d53d8e0b7fde1bfbeed5578,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c0755e9141fea0bd8e9b99 - VENTA x COP 200000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-02-27T18:12:43.681Z,3e2a1429-66b5-4eb4-ad4c-95a57e98ad17,lightning_sent,-52726048,44.4717 USD,0,0,0.0000 USD,214048,0.1805 USD,1c3585103c7277eb3c008eec6b0568595632c68fe034a4f11bfa5c23ad088ef5,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c099059141fea0bd8ec6c0 - VENTA x COP 180000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-02-27T18:43:38.822Z,a1656117-787e-4223-9f15-624aa082c517,lightning_sent,-24314856,20.5083 USD,0,0,0.0000 USD,100856,0.0850 USD,e64a87d1dde1a4b88a1227135bafe3098175336fe2f5f40ee4ef8b06123087b1,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c06e159141fea0bd8e8f44 - VENTA x COP 83000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-02-27T18:43:38.861Z,e5dd8c93-6148-4563-8ef2-aef9812e50cf,lightning_sent,-251467848,212.1002 USD,0,0,0.0000 USD,1005848,0.8483 USD,9bd779c77f80580ac838ef3c68699d8a304ebbbfadb07498451e7f3604c8e5e9,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67bfb8769141fea0bd8e2f43 - VENTA x COP 850000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-02-27T19:07:20.472Z,e544dce6-8fd7-40dc-b905-d33a9ee88755,swap_in,436129000,368.1526 USD,0,833,0.7031 USD,0,0.0000 USD,,b544a6b7a07172390c8943fd02dd3e11ad9c1b619c0f0eb9f86facdd5c27bd9a,,
2025-02-28T13:10:38.642Z,dea30038-28d7-4893-984f-bc1715301e5f,lightning_sent,-91345912,73.6790 USD,0,0,0.0000 USD,367912,0.2967 USD,c16a12904a6c0756ed61bac54fbd8bbb672fc847a45fd82c86aadbc35a8d4eac,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c1a25f9141fea0bd8fc9f4 - VENTA x COP 300000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-02-28T13:21:11.612Z,49332638-f691-456f-8759-521f7d9299eb,lightning_sent,-76120252,61.3981 USD,0,0,0.0000 USD,307252,0.2478 USD,1848dc9d4387acffad61671fbc5b759dcfc0862777d0506094156b7734adddba,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c1b5d29141fea0bd8fe5e1 - VENTA x COP 250000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-01T01:48:28.220Z,29b7455d-61e2-4c97-95f0-9d40e8193c85,lightning_sent,-116423824,97.7723 USD,0,0,0.0000 USD,467824,0.3928 USD,f4d5dd58e5dab3d2d6a59cd21b7bfeab0f09f8f86a1b979939e163e80ebe3f00,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c23ba89141fea0bd90bc3a - VENTA x COP 400000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-01T15:18:27.115Z,c28dcf83-4122-466c-a081-82599d36dc8a,lightning_sent,-71543016,60.4908 USD,0,0,0.0000 USD,289016,0.2443 USD,acfd67a5262a041e511c99ae1d3e1d701e8710d95c44fac1b2969b5a4b6a8fdf,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c2511a9141fea0bd90d09e - VENTA x COP 246000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-01T18:15:08.063Z,86727aa3-d833-4620-8820-2daf8f572e6c,lightning_sent,-255489872,217.6652 USD,0,0,0.0000 USD,1021872,0.8705 USD,ef6f4ebebb97ea8b1cc43164030399ab5ae9101958a89a2e2caaa375280d2c84,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c33e2d9141fea0bd9180da - VENTA x COP 891000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-01T18:22:01.273Z,522b7ef8-8f2f-4390-b5ed-2013faacd576,lightning_sent,-667094732,568.3330 USD,0,0,0.0000 USD,2661732,2.2676 USD,f8efe64b8671da5ecbc5fb4e08641c2d24afce0c9201cc2b24430d05ee0a9f06,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c338f39141fea0bd917af4 - VENTA x COP 2350000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-01T18:30:11.470Z,5afa1159-2c95-41ad-bd6e-00a311d6cca7,lightning_sent,-28554748,24.3272 USD,0,0,0.0000 USD,117748,0.1003 USD,d132cfcc52ce6a183f6adef61ed38b0199eb5afd8e13406a48b3152ada259771,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c33dd59141fea0bd917f72 - VENTA x COP 100000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-01T18:38:32.299Z,a1e415d0-4ace-440c-a58f-8631f748db2e,lightning_sent,-85659256,72.8826 USD,0,0,0.0000 USD,345256,0.2937 USD,fabac3b1d5ea548d23e98cb463ef825189a59385379fa29901557de3025ce094,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c34d2f9141fea0bd918d89 - VENTA x COP 300000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-01T18:52:02.903Z,fc7a244f-db8b-41d2-ae29-7e288a701105,lightning_sent,-17135252,14.5794 USD,0,0,0.0000 USD,72252,0.0614 USD,b6a78a040550105d779e05e8d35bf241ed084fefab61959332ae70d913743d9e,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c33d059141fea0bd917d9c - VENTA x COP 60000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-01T19:10:18.327Z,e59ccd6a-f74e-483f-ba90-076fddbe67ec,swap_in,440140000,375.2860 USD,0,416,0.3547 USD,0,0.0000 USD,,4dc6c7c0be66b867812b69a1064ecac92964be1ef57b4dfea9cd271615ffa64c,,
2025-03-01T19:43:17.523Z,b3dcd70c-8642-44fa-8907-e56efbe3ac6f,lightning_sent,-456832032,389.5185 USD,0,0,0.0000 USD,1824032,1.5552 USD,a39733c1ca30c73e39c7a81575bc14cbf2a9da83518d5db8fbb5d5eb39367f97,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c3602f9141fea0bd91a62e - VENTA x COP 1600000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-01T20:54:35.624Z,aa703d09-8260-4102-bb80-c333074f2911,swap_in,2338256000,1998.0523 USD,0,624,0.5332 USD,0,0.0000 USD,,0becdd578b9d7ff4f99045daf4c013252b866e440f7ef8a169ade8cd014a2eb8,,
2025-03-02T09:54:50.021Z,d25dba22-a75c-4816-8464-946262b4e22e,lightning_sent,-29852920,25.6741 USD,0,0,0.0000 USD,122920,0.1057 USD,c0de3cb5c1b43781dced3d4233f673fc8aa2d471e50676ddd005436a3701d880,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c381b39141fea0bd91cabb - VENTA x EUR 25 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-02T10:03:29.214Z,f9aeea5d-2de2-4cab-be70-696bff12d801,lightning_sent,-29850912,25.6724 USD,0,0,0.0000 USD,122912,0.1057 USD,5d7fb2069ad20fe6d21d3b724c7db7a7cdd741533f464dbeed5ab4891553bd36,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c42c419141fea0bd92238e - VENTA x EUR 25 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-02T13:50:55.737Z,b6d96f3e-6a05-43fd-a6f2-d2338ae2d4a1,lightning_sent,-59882560,51.2602 USD,0,0,0.0000 USD,242560,0.2076 USD,f85ddc839ebc44b5d7ca3a2450d9c1b014d7a585f84139f145e23283dcdf1217,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c42e539141fea0bd92248a - VENTA x EUR 50 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-02T14:22:14.074Z,7ce87980-020c-4959-b0d6-368be9d34f5d,lightning_sent,-86591972,74.0527 USD,0,0,0.0000 USD,348972,0.2984 USD,79122cf2a2333087c618ce8f7863c5aae3c7317b1786a26d82e956df77c04a22,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c32ed09141fea0bd916ab1 - VENTA x COP 300000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-02T14:31:26.770Z,4b8f2e3d-05a5-4e67-9ef5-8d703c014773,lightning_sent,-40375844,34.5291 USD,0,0,0.0000 USD,164844,0.1409 USD,a16e141ce25a1fc9a96e9739a5d42ec176626ce3ac89c7285af773515b740010,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c466fe9141fea0bd924669 - VENTA x EUR 33 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-02T14:35:01.295Z,0802f0ee-9230-4aeb-aeb3-90a6c9dd866b,lightning_sent,-510103268,436.2364 USD,0,0,0.0000 USD,2036268,1.7414 USD,7a3515c3a28f6388f0a57afae6e25d54fa448dcfa71cac7e1b0bbd2fb598783d,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c3e2e19141fea0bd920b6e - VENTA x COP 1750000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-02T14:37:08.479Z,1afb9929-27ae-467f-b8db-779cd5a552da,lightning_sent,-378934684,324.0620 USD,0,0,0.0000 USD,1513684,1.2944 USD,c9a758f5e198dfc26ae642e771c41fe2be5cef876b15bddfca382dbf4739091c,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c33d799141fea0bd917e38 - VENTA x COP 1300000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-02T14:42:03.391Z,564b60b2-c16e-45aa-95fc-649296ae7155,lightning_sent,-291490300,249.2548 USD,0,0,0.0000 USD,1165300,0.9964 USD,0f7bc29f5e47a8d0d7bf31b6e832ca580fb19dfe12f38592793ced3f98e4afb4,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c46d059141fea0bd92509d - VENTA x COP 1000000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-02T14:59:32.807Z,89e7b6f6-358f-412f-92b8-520b93bb1e6e,lightning_sent,-581905332,497.5902 USD,0,0,0.0000 USD,2322332,1.9858 USD,7878807dcf26e74e4b7be8fe22fb53d35e85a416a3026b46be529a6ec2e6f337,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c46d769141fea0bd925183 - VENTA x COP 2000000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-02T15:23:27.731Z,255db827-0b9e-491d-a9a1-10d6287a701e,lightning_sent,-59183776,50.3586 USD,0,0,0.0000 USD,239776,0.2040 USD,436bc7263e1c2351fe0c9ec6edabe9f64b0e2f98f6e954cc8e6546945c6f36ea,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c471429141fea0bd925968 - VENTA x USD 50 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-03T12:30:55.661Z,8fdde5c6-6da5-4c7d-9984-cbb522f4ab97,lightning_sent,-149165268,138.6882 USD,0,0,0.0000 USD,598268,0.5562 USD,f8b627074173077ce018acc3b2b129f2db17525d172bcca0c650728f1642f7a4,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c59bbb55119a3f6935ca15 - VENTA x USD 140 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-03T12:40:20.292Z,d2e254bb-83ce-4128-9652-36a0e5dfd8ff,lightning_sent,-50014244,46.5013 USD,0,0,0.0000 USD,203244,0.1889 USD,79e6af9573d7481da73b0e8667d12d7923d018366ba5b6957519d398f321250c,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c5905e55119a3f6935c3cf - VENTA x USD 46 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-04T18:17:53.038Z,99ee695b-0b07-4195-8b20-ab1507b05772,swap_in,2385365000,2049.0991 USD,0,416,0.3573 USD,0,0.0000 USD,,43c416866373b3a2953200f40476a139782c74bdb069bbb472177026b23ce49f,,
2025-03-04T18:28:19.332Z,a2c488e0-b6c7-4dcc-af84-5e6e6f010a7e,lightning_sent,-121664704,104.5135 USD,0,0,0.0000 USD,488704,0.4198 USD,e76e496e8a4f1650a3502417663ffb38e07dbf623671ae2c8e2fd20abdbade32,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c7174b55119a3f693741de - VENTA x EUR 100 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-04T18:28:19.343Z,c5132968-d8a9-48c0-9329-552c68abe459,lightning_sent,-180633640,155.1696 USD,0,0,0.0000 USD,723640,0.6216 USD,693e5b3e23e6edca36ed54982eb3dcfe8676e7a096c8dfd679a68cef1de9305b,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c6ea7e55119a3f6936ec88 - VENTA x EUR 150 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-04T18:46:02.507Z,118ea99f-1b3f-49e0-9a51-acad403cbaa3,lightning_sent,-249786148,214.5736 USD,0,0,0.0000 USD,999148,0.8582 USD,c5b0bc9c510e6f189ea982e2a448fc0d428cdc1ef33d3a2dc055d0d66485588f,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c6e17b55119a3f6936dfc8 - VENTA x EUR 200 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-04T18:38:08.408Z,a53e4abf-abea-4005-93e5-480a83859a9c,lightning_sent,-295759308,254.0660 USD,0,0,0.0000 USD,1182308,1.0156 USD,21c89bf48db615287bb6c2457294ea271256bee4d68331f366ae60d5d82b3d23,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c6e15f55119a3f6936df6b - VENTA x USD 250 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-07T15:32:39.907Z,5c87d640-92a1-4ac1-aea3-543d4231f1b7,lightning_sent,-54848504,49.3655 USD,0,0,0.0000 USD,222504,0.2002 USD,d04d719c6440f3080dbdbf670e5551f59985c48ede3b0f5909262ef3ac571f8c,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67cb036855119a3f693ad8fb - VENTA x COP 200000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-07T15:47:07.455Z,1e09ac69-faff-4dff-aee6-595b348a4848,lightning_sent,-60624516,53.6713 USD,0,0,0.0000 USD,245516,0.2173 USD,acffe6146db3d0ae7fb2aa1c23295c49bb1ded2fce1bd7fda8a7da7fcad1efdf,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67cb106d55119a3f693afbcc - VENTA x EUR 50 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-07T15:45:52.349Z,3a0ae9f9-2965-4110-b275-e63e847fab5d,lightning_sent,-24499592,21.6896 USD,0,0,0.0000 USD,101592,0.0899 USD,8cc089f1117cbd52ca3c05c1f920a753e3a4a66b6bf9869046ea2ba71f99f8fc,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67cab55955119a3f693a7c36 - VENTA x EUR 20 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-07T16:33:30.898Z,36e8ff96-e5ec-40fc-8e9f-050a159e8286,lightning_sent,-183635600,162.4639 USD,0,0,0.0000 USD,735600,0.6507 USD,80646385c6b9a7687b850954df3197e1bfd08b66af2395504ac90dddd8517214,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67caaab255119a3f693a7922 - VENTA x EUR 150 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-07T17:27:13.924Z,11292ce5-7a8b-4f62-9e20-8fb5ce846c88,lightning_sent,-27741508,24.5431 USD,0,0,0.0000 USD,114508,0.1013 USD,cfd2e933e7a9387f9d4a7fc8ced9c7748018966f583388952cf64c2b7abf361c,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67c9d9c655119a3f6939c11f - VENTA x COP 100000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-07T19:11:02.065Z,0203c55f-2c0e-43c6-bdb0-73ef73084608,lightning_sent,-107957092,94.1610 USD,0,0,0.0000 USD,434092,0.3786 USD,cb8e6fe36099bf0014634089855d36f148e3288f7057c3878b84ecba06183a80,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67cb30f755119a3f693b3a7d - VENTA x EUR 87 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-07T19:11:02.045Z,8b74973e-979d-4f3c-9a4e-bcd143cc319b,lightning_sent,-18429408,16.0742 USD,0,0,0.0000 USD,77408,0.0675 USD,25d61986ef4cd38fe216ec7cb42595d9d610ace44dd6f2d6a2652ec6ee0767ab,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67cb3a6155119a3f693b463f - VENTA x EUR 15 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-08T01:04:23.158Z,a10f6495-255c-4c37-b71f-c3a0c2a3efe7,lightning_sent,-283838816,246.2656 USD,0,0,0.0000 USD,1134816,0.9845 USD,c8f3710af23e18444d7d06c61a2dbc37b5b443958048e908a8e7d26d1e410f0f,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67cb8fb555119a3f693bb179 - VENTA x COP 1000000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-08T01:22:56.752Z,1c8e4402-d98c-42fa-9fa9-1f62ae5c8fba,lightning_sent,-8518924,7.3912 USD,0,0,0.0000 USD,37924,0.0329 USD,f69e24add924a74b89d9a95466314eb9b58fc0fef4e03d86cd86a07abea5dd2a,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67cb954355119a3f693bb582 - VENTA x COP 30000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-11T14:40:40.585Z,d4d2f2a2-2fa8-438a-9a43-7f366fa52cee,lightning_sent,-9661476,,0,0,,42476,,7dbeb365502e3bdf9f4462efe3b18d26c8ecf579527e978096174d17aa12ce16,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67d0482455119a3f694018d5 - VENTA x COP 32000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-11T14:58:00.251Z,c24d22ed-3ac8-4f36-b37d-5219a021e927,lightning_sent,-27769620,,0,0,,114620,,b8ce6d6d263730bfdadb2d21c9885ba5aec3c28e562f84fdb342780ef2394524,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67d047f955119a3f6940180b - VENTA x COP 92000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-11T17:01:59.913Z,b67c8e08-2b14-4346-9c5d-8ad224c6012a,lightning_sent,-30277612,,0,0,,124612,,7f59ea313affb4a360c8cdcf4632701fac45c9a597105df8322ba5eb6bf0f827,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67cf5fac55119a3f693f4afd - VENTA x COP 100000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-11T18:55:33.405Z,9afcd8e8-3aa4-449d-88e3-301f1c4938a6,lightning_sent,-59221928,,0,0,,239928,,7d7a9a9d73d7d5002f7461e401f3219b3f18afed86cf4156ad58b058f5738366,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67d07e0e55119a3f69407488 - VENTA x COP 200000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-11T19:13:12.178Z,67ef6393-3314-41be-b822-71b55521583a,lightning_sent,-30032636,,0,0,,123636,,e09fe6b29a2ce64d0994c62f0437914108bdb9d291e2a7c8a3ac30eb2c4f1d0f,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67d04b7855119a3f694021d3 - VENTA x COP 100000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-11T20:26:56.197Z,bef8ad54-eb12-4341-857d-8ee16825b091,lightning_sent,-14616216,,0,0,,62216,,c2bb971f90686b4296c2badc8a4b4f38188eeedb4e63ff0837d7d877371aa573,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67d0864055119a3f69407e77 - VENTA x COP 50000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-14T15:25:01.098Z,76e13d5d-2572-4792-8b7d-f1e05f916d93,lightning_sent,-48611656,,0,0,,197656,,981967be0e9161215e2c6912f5aa3e198151f8dbf73c3f9cada83000cf74aa2d,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67d430f555119a3f69436d42 - VENTA x COP 165000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-19T21:01:51.282Z,ee3dc1cc-1fcd-4bff-babe-7fad7d095031,lightning_sent,-47796408,40.8059 USD,0,0,0.0000 USD,194408,0.1659 USD,a57dd5a9da7ae15c5f67451f7960391aa28fcc146d3511d2f00537466de2f9d5,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67db194b55119a3f69490b5c - VENTA x COP 165000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
